person_id,car_id,budd_quote,hudd_quote,wool_quote,real_quote
90,9,698,807,957,1016
90,10,1173,nan,2601,2761
91,1,800,1162,1211,1271
91,2,1289,1530,1801,1890
91,3,1235,nan,2470,2592
91,4,1237,1706,1923,2018
91,5,719,1087,1574,1652
91,6,903,972,1228,1289
91,7,600,794,960,1008
91,8,747,1026,1078,1131
91,9,703,810,976,1024
91,10,1178,nan,2651,2783
92,1,781,1130,1182,1240
92,2,1263,1479,1757,1844
92,3,1197,2189,2409,2528
92,4,1212,nan,1876,1969
92,5,691,1057,1535,1611
92,6,880,958,1198,1257
92,7,587,786,937,983
92,8,728,1006,1051,1103
92,9,687,799,952,999
92,10,1156,nan,2587,2715
93,1,797,1161,1186,1259
93,2,1267,1528,1763,1872
93,3,1229,2267,2418,2567
93,4,1233,1702,1883,1999
93,5,717,1086,1540,1635
93,6,900,973,1202,1276
93,7,599,795,940,998
93,8,744,nan,1055,1120
93,9,700,811,955,1014
93,10,1172,nan,2596,2756
94,1,778,1115,1149,1220
94,2,1241,1457,1708,1814
94,3,1208,2155,2342,2487
94,4,1207,1620,1824,1937
94,5,699,1044,1493,1585
94,6,878,947,1165,1237
94,7,577,778,911,967
94,8,716,994,1022,1085
94,9,685,791,926,983
94,10,1151,nan,2515,2670
95,1,795,1146,1195,1254
95,2,1281,1507,1776,1864
95,3,1224,2233,2436,2556
95,4,1230,nan,1897,1991
95,5,716,1073,1552,1629
95,6,898,962,1211,1271
95,7,598,nan,947,994
95,8,743,1015,1063,1115
95,9,689,802,963,1010
95,10,1152,nan,2615,2745
96,1,775,1101,1150,1207
96,2,1238,nan,1710,1794
96,3,1203,2122,2345,2460
96,4,1204,1596,1826,1916
96,5,697,1031,1494,1568
96,6,876,936,1166,1223
96,7,584,nan,912,957
96,8,725,nan,1023,1074
96,9,673,nan,927,972
96,10,1146,nan,2518,2642
97,1,800,1127,1177,1236
97,2,1267,1477,1751,1837
97,3,1224,nan,2401,2519
97,4,1233,1644,1869,1962
97,5,723,1054,1530,1605
97,6,901,948,1194,1253
97,7,608,777,933,980
97,8,754,nan,1047,1099
97,9,707,nan,949,995
97,10,1166,nan,2577,2705
98,1,780,nan,1118,1173
98,2,1259,1407,1662,1744
98,3,1186,2076,2280,2391
98,4,1207,1562,1775,1862
98,5,705,1012,1453,1524
98,6,891,922,1133,1189
98,7,593,760,886,930
98,8,735,967,995,1043
98,9,691,773,901,945
98,10,1145,nan,2447,2568
99,1,805,1112,1157,1229
99,2,1291,1455,1721,1827
99,3,1226,2151,2359,2505
99,4,1239,1617,1837,1951
99,5,730,1041,1503,1596
99,6,926,939,1173,1246
99,7,616,771,917,974
99,8,763,989,1029,1093
99,9,715,785,932,990
99,10,1168,nan,2533,2690
100,1,786,1066,1091,1159
100,2,1265,1385,1622,1723
100,3,1189,2041,2224,2362
100,4,1196,1536,1732,1839
100,5,712,999,1417,1505
100,6,903,913,1106,1174
100,7,601,753,865,918
100,8,744,956,970,1031
100,9,699,nan,879,933
100,10,1146,nan,2387,2536
101,1,812,1112,1166,1224
101,2,1298,1452,1734,1820
101,3,1230,2147,2378,2495
101,4,1245,nan,nan,1943
101,5,738,1040,1515,1590
101,6,927,940,1182,1241
101,7,625,772,925,970
101,8,774,989,1037,1089
101,9,714,786,940,986
101,10,1171,nan,2553,2679
102,1,792,1038,1092,1146
102,2,1271,1346,1624,1704
102,3,1208,1980,2227,2336
102,4,1218,1491,1734,1819
102,5,719,973,1419,1489
102,6,904,891,1107,1162
102,7,610,737,866,908
102,8,744,932,972,1019
102,9,707,748,880,923
102,10,1149,nan,2391,2508
103,1,819,1111,1149,1221
103,2,1306,1451,1709,1815
103,3,1234,2143,2343,2488
103,4,1253,1611,1825,1938
103,5,747,1040,1493,1586
103,6,942,941,1165,1237
103,7,634,nan,911,968
103,8,785,990,1022,1086
103,9,733,787,926,983
103,10,1174,nan,2516,2672
104,1,799,1038,1074,1141
104,2,1279,1344,1597,1696
104,3,1212,1976,2189,2326
104,4,1226,1488,1705,1811
104,5,727,972,1395,1482
104,6,931,892,1089,1157
104,7,619,738,851,904
104,8,765,933,955,1015
104,9,716,749,865,919
104,10,1152,nan,2351,2497
105,1,827,1121,1162,1219
105,2,1298,1461,1728,1813
105,3,1240,2158,2369,2486
105,4,1262,nan,1845,1936
105,5,756,1048,1510,1584
105,6,971,949,1178,1236
105,7,644,780,921,967
105,8,797,998,1034,1085
105,9,733,794,936,982
105,10,1163,nan,2544,2669
106,1,796,1047,1080,1132
106,2,1289,1353,1605,1684
106,3,1217,1989,2201,2309
106,4,1234,1498,1714,1798
106,5,737,980,1403,1471
106,6,933,900,1095,1148
106,7,629,nan,856,898
106,8,777,941,961,1007
106,9,726,756,870,912
106,10,1156,nan,2364,2479
107,1,825,1121,1149,1220
107,2,1327,1460,1708,1814
107,3,1246,2156,2343,2488
107,4,1272,1620,1824,1937
107,5,767,1048,1493,1585
107,6,987,950,1165,1237
107,7,655,781,911,967
107,8,809,999,1022,1085
107,9,754,795,926,983
107,10,1184,nan,2515,2671
108,1,815,1046,1060,1126
108,2,1281,1351,1576,1675
108,3,1223,1986,2162,2297
108,4,1244,1495,1683,1788
108,5,747,979,1377,1463
108,6,963,901,1075,1142
108,7,640,746,841,893
108,8,789,941,943,1002
108,9,736,757,854,908
108,10,1162,nan,2321,2466
109,1,858,1120,1158,1229
109,2,1355,1453,1721,1828
109,3,1267,2141,2360,2506
109,4,1298,nan,1838,1951
109,5,790,1047,1504,1597
109,6,1018,956,1173,1246
109,7,679,787,918,974
109,8,838,1002,1030,1093
109,9,778,800,933,990
109,10,1203,nan,2534,2690
110,1,837,1046,1057,1123
110,2,1309,1344,1571,1669
110,3,nan,nan,nan,nan
110,4,1269,1484,1677,1782
110,5,770,979,1373,1458
110,6,997,nan,1071,1138
110,7,663,752,838,890
110,8,806,nan,940,999
110,9,nan,nan,nan,nan
110,10,1180,nan,2313,2457
111,1,872,1119,1179,1238
111,2,1373,1447,1753,1840
111,3,1264,2130,2404,2523
111,4,1314,nan,1872,1965
111,5,803,1047,1532,1608
111,6,1035,961,1196,1255
111,7,692,793,935,981
111,8,854,1005,1049,1101
111,9,793,805,950,997
111,10,1216,nan,2581,2709
112,1,850,1045,1073,1125
112,2,1344,1338,1595,1673
112,3,1257,1960,2187,2294
112,4,1285,1476,1703,1786
112,5,783,nan,1394,1462
112,6,1014,912,1088,1141
112,7,666,758,850,892
112,8,821,948,954,1001
112,9,774,768,864,906
112,10,1192,nan,2348,2463
113,1,886,1119,1176,1249
113,2,1391,1442,1749,1857
113,3,1296,2120,2398,2546
113,4,1331,1593,1867,1983
113,5,nan,nan,1528,1622
113,6,1053,965,1192,1266
113,7,706,797,932,990
113,8,871,nan,1046,1111
113,9,808,809,948,1006
113,10,1230,nan,2575,2734
114,1,863,1017,1070,1137
114,2,1362,1297,1591,1690
114,3,1272,1895,2181,2317
114,4,1302,1428,1698,1804
114,5,796,952,1390,1477
114,6,1031,893,1085,1152
114,7,689,744,848,901
114,8,849,926,952,1011
114,9,778,753,862,916
114,10,1206,nan,2342,2488
115,1,896,1142,1204,1263
115,2,1420,1466,1790,1879
115,3,1320,2154,2454,2576
115,4,1357,1618,1911,2006
115,5,840,1068,1564,1641
115,6,1085,990,1220,1281
115,7,731,nan,954,1002
115,8,900,nan,1071,1124
115,9,823,831,970,1018
115,10,1251,nan,2635,2766
116,1,885,1053,1093,1146
116,2,1389,1339,1625,1704
116,3,1295,1955,2228,2337
116,4,1327,1472,1735,1820
116,5,819,985,1420,1489
116,6,1062,929,1108,1162
116,7,714,774,866,909
116,8,878,nan,972,1020
116,9,815,783,880,924
116,10,1226,nan,2392,2509
117,1,980,1184,1242,1303
117,2,1514,1512,1846,1938
117,3,1397,2218,2531,2657
117,4,1448,1665,1971,2069
117,5,911,1107,1613,1693
117,6,1170,nan,1259,1321
117,7,797,nan,984,1033
117,8,982,1077,1105,1159
117,9,894,871,1000,1050
117,10,1326,nan,2718,2853
118,1,942,1094,1124,1179
118,2,1481,1383,1671,1753
118,3,1370,2016,2291,2403
118,4,1415,1517,1784,1871
118,5,887,1024,1460,1531
118,6,1145,976,1139,1195
118,7,778,815,891,934
118,8,957,1006,999,1049
118,9,873,823,905,950
118,10,1298,nan,2459,2580
119,1,1004,1227,1253,1329
119,2,1555,nan,1862,1977
119,3,1448,2293,2554,2710
119,4,1487,1719,1989,2111
119,5,956,1146,1627,1727
119,6,1221,1079,1270,1348
119,7,837,895,993,1054
119,8,1023,1119,1114,1183
119,9,950,906,1009,1071
119,10,1375,nan,2742,2910
120,1,997,1122,1132,1202
120,2,1541,1414,1683,1788
120,3,1419,2061,2308,2451
120,4,1473,1549,1797,1909
120,5,930,nan,1471,1562
120,6,1194,nan,1148,1219
120,7,816,840,897,953
120,8,1001,1035,1007,1070
120,9,927,848,912,969
120,10,1346,nan,2478,2632
121,1,1043,1270,1302,1367
121,2,1642,1615,1936,2032
121,3,1501,2368,2654,2787
121,4,1572,1774,2067,2170
121,5,1000,1186,1691,1776
121,6,1275,1122,1320,1386
121,7,878,930,1032,1084
121,8,1065,1161,1158,1216
121,9,995,941,1049,1101
121,10,1427,nan,2849,2992
122,1,1021,1150,1179,1238
122,2,1604,1445,1754,1840
122,3,1471,2105,2404,2523
122,4,1534,1581,1872,1965
122,5,976,1075,1532,1608
122,6,1247,1035,1196,1255
122,7,857,865,935,981
122,8,1042,1063,1049,1101
122,9,972,nan,950,997
122,10,1397,nan,2582,2709
123,1,1100,1324,1322,1403
123,2,1711,1680,1966,2086
123,3,1557,2464,2696,2860
123,4,1639,1844,2099,2227
123,5,1041,1236,1718,1823
123,6,1332,1175,1340,1422
123,7,910,974,1048,1112
123,8,1110,1214,1176,1248
123,9,1021,985,1065,1130
123,10,1483,nan,2894,3071
124,1,1076,1188,1200,1274
124,2,1671,1489,1784,1894
124,3,1504,2169,2446,2597
124,4,1599,1628,1904,2022
124,5,1018,1110,1558,1655
124,6,1302,1074,1216,1291
124,7,900,898,951,1010
124,8,1086,1101,1067,1133
124,9,1000,906,966,1026
124,10,1450,nan,2626,2788
125,1,1191,1413,1436,1523
125,2,1862,1785,2135,2265
125,3,1681,2616,2927,3105
125,4,1786,1955,2279,2418
125,5,1130,1318,1865,1979
125,6,1456,1263,1456,1544
125,7,998,1048,1138,1207
125,8,1208,1301,1277,1355
125,9,1106,1058,1157,1227
125,10,1604,nan,3143,3334
126,1,1164,1245,nan,nan
126,2,1818,1553,1956,2076
126,3,1645,2260,2682,2847
126,4,1742,1694,2089,2217
126,5,1104,1163,1709,1814
126,6,1423,1135,1334,1415
126,7,992,950,1043,1107
126,8,1181,1160,1170,1242
126,9,1098,957,1060,1125
126,10,1568,nan,2880,3056
127,1,1241,1467,1519,1595
127,2,1945,1850,2258,2372
127,3,1748,2711,3096,3253
127,4,1867,2024,2411,2533
127,5,1178,1368,1973,2073
127,6,1524,1315,1539,1617
127,7,1055,1092,1204,1265
127,8,1262,1354,1351,1419
127,9,1169,1102,1223,1285
127,10,1670,nan,3324,3492
128,1,1212,1295,1403,1474
128,2,1872,1612,2086,2191
128,3,1710,2345,2861,3004
128,4,1820,1756,2228,2339
128,5,1151,1209,1823,1914
128,6,1489,1185,1422,1494
128,7,1033,992,1112,1168
128,8,1233,1210,1248,1311
128,9,1129,999,1130,1187
128,10,1632,nan,3071,3225
129,1,1303,1525,1582,1678
129,2,2045,1920,2352,2494
129,3,1830,2813,3225,3420
129,4,1936,2099,2512,2663
129,5,1239,1421,2055,2179
129,6,1614,1372,1604,1701
129,7,1112,1139,1254,1330
129,8,1332,1411,1407,1492
129,9,1232,1150,1275,1352
129,10,1749,nan,3463,3672
130,1,1272,1335,1474,1564
130,2,1996,1658,2192,2325
130,3,1790,2412,3006,3188
130,4,1913,1805,2341,2483
130,5,1210,1246,1915,2032
130,6,1577,1226,1495,1585
130,7,1089,1027,1169,1240
130,8,1301,1250,1312,1391
130,9,1205,1033,1188,1260
130,10,1708,nan,3227,3423
131,1,1369,1581,1685,1771
131,2,2153,1987,2505,2633
131,3,1918,2911,3435,3610
131,4,2065,2171,2675,2811
131,5,1304,1473,2189,2301
131,6,1711,1428,1708,1795
131,7,1173,1185,1336,1404
131,8,1407,1466,1499,1575
131,9,1299,1196,1358,1427
131,10,1833,nan,3688,3876
132,1,1336,1371,1589,1670
132,2,2071,1700,2363,2483
132,3,1875,2472,3240,3404
132,4,2012,1848,2523,2651
132,5,1273,1280,2065,2169
132,6,1671,1264,1611,1693
132,7,1148,1059,1260,1324
132,8,1375,1288,1414,1486
132,9,1253,1066,1280,1345
132,10,1789,nan,3479,3655
133,1,1443,1700,1911,2010
133,2,2278,2129,2842,2988
133,3,2020,3119,3896,4097
133,4,2158,2322,3034,3190
133,5,1376,1583,2483,2611
133,6,1809,1546,1938,2037
133,7,1234,1284,1515,1593
133,8,1484,1583,1700,1788
133,9,1367,1294,1540,1619
133,10,1934,nan,4183,4398
134,1,1408,1466,1780,1871
134,2,2221,1810,2646,2782
134,3,1973,2631,3629,3814
134,4,2102,1965,2826,2970
134,5,1342,1367,2312,2431
134,6,1766,1362,1804,1897
134,7,1207,1142,1411,1483
134,8,1450,1383,1583,1664
134,9,1337,1147,1434,1507
134,10,1861,nan,3896,4095
135,1,1452,1762,2029,2149
135,2,2327,2204,3016,3196
135,3,2060,3228,4136,4382
135,4,2236,2402,3221,3412
135,5,1404,1641,2635,2792
135,6,1848,1608,2057,2179
135,7,1259,1336,1608,1704
135,8,1516,1645,1805,1912
135,9,1395,1346,1635,1732
135,10,1973,nan,4440,4704
136,1,1437,1509,1842,1952
136,2,2268,1860,2739,2903
136,3,2012,2702,3755,3980
136,4,2177,2017,2924,3099
136,5,1370,1407,2393,2536
136,6,1805,1407,1867,1979
136,7,1231,1180,1460,1548
136,8,1480,1427,1639,1737
136,9,1364,1185,1484,1573
136,10,1925,nan,4032,4273
137,1,1503,1823,2114,2224
137,2,2379,2276,3144,3306
137,3,2102,3333,4311,4534
137,4,2255,2479,3357,3530
137,5,1435,1697,2747,2889
137,6,1890,1670,2144,2254
137,7,1285,1388,1676,1763
137,8,1549,1706,1881,1978
137,9,1424,1398,1704,1792
137,10,2015,nan,4628,4867
138,1,1467,1565,1935,2035
138,2,2319,1924,2877,3025
138,3,2053,2795,3945,4148
138,4,2226,2085,3072,3230
138,5,1399,1458,2514,2643
138,6,1845,1465,1962,2063
138,7,1257,1229,1534,1613
138,8,1512,1484,1722,1810
138,9,1393,1234,1559,1639
138,10,1966,nan,4236,4454
139,1,1536,1891,2152,2279
139,2,2434,2364,3199,3389
139,3,2147,3466,4386,4647
139,4,2340,2576,3416,3618
139,5,1467,1760,2795,2961
139,6,1935,1728,2181,2311
139,7,1313,1434,1706,1807
139,8,1584,1767,1914,2028
139,9,1456,1445,1733,1836
139,10,2059,nan,4709,4989
140,1,1498,1611,2015,2135
140,2,2372,1984,2995,3174
140,3,2068,2884,4107,4352
140,4,2278,2150,3198,3389
140,5,1430,1501,2617,2773
140,6,1889,1505,2042,2164
140,7,1284,1262,1597,1692
140,8,1546,1526,1792,1899
140,9,1403,1267,1623,1720
140,10,2008,nan,4410,4672
141,1,1586,1990,2238,2371
141,2,2560,2490,3328,3525
141,3,2245,3652,4563,4833
141,4,2457,2713,3553,3764
141,5,1536,1851,2907,3080
141,6,2032,1818,2269,2403
141,7,1373,1508,1774,1880
141,8,1660,1859,1991,2109
141,9,1523,1520,1803,1910
141,10,2156,nan,4899,5189
142,1,1568,1751,2130,2256
142,2,2488,2157,3166,3354
142,3,2191,3141,4341,4599
142,4,2391,2338,3381,3582
142,5,1498,1630,2766,2931
142,6,1983,1638,2159,2287
142,7,1343,1370,1688,1789
142,8,1620,1659,1894,2007
142,9,1488,1376,1716,1818
142,10,2102,nan,4661,4938
143,1,1647,2074,2308,2428
143,2,2631,2590,3432,3610
143,3,2298,3799,4705,4950
143,4,2491,2820,3664,3854
143,5,1574,1928,2998,3154
143,6,2084,1901,2340,2461
143,7,1406,1578,1830,1925
143,8,1702,1942,2053,2160
143,9,1560,1589,1860,1956
143,10,2209,nan,5052,5314
144,1,1584,1829,2164,2276
144,2,2554,2249,3217,3384
144,3,2243,3274,4412,4640
144,4,2453,2435,3435,3613
144,5,1534,1702,2811,2957
144,6,2034,1717,2194,2307
144,7,1375,1437,1716,1804
144,8,1660,1738,1925,2025
144,9,1524,1443,1744,1834
144,10,2152,nan,4736,4981
145,1,1688,2143,2313,2450
145,2,2705,2672,3438,3642
145,3,2355,3918,4714,4993
145,4,2598,2907,3671,3889
145,5,1614,1993,3004,3182
145,6,2140,1972,2344,2483
145,7,1441,1637,1833,1942
145,8,1722,2011,2057,2179
145,9,1577,1647,1863,1974
145,10,2264,nan,5061,5361
146,1,1645,1894,2167,2296
146,2,2626,2325,3222,3414
146,3,2297,3384,4418,4680
146,4,2519,2516,3440,3645
146,5,1573,1763,2815,2983
146,6,2088,1785,2197,2328
146,7,1408,1495,1718,1820
146,8,1703,1804,1928,2043
146,9,1562,1500,1746,1850
146,10,2206,nan,4743,5025
147,1,1708,2230,2359,2482
147,2,2783,2776,3508,3690
147,3,2381,4069,4810,5059
147,4,2675,3018,3745,3940
147,5,1657,2073,3065,3224
147,6,2199,2058,2392,2516
147,7,1477,1710,1870,1968
147,8,1792,2097,2099,2208
147,9,1618,1720,1901,2000
147,10,2323,nan,5164,5432
148,1,1688,1993,2202,2316
148,2,2702,2443,3274,3443
148,3,2355,3554,4489,4721
148,4,2593,2640,3496,3676
148,5,1614,1854,2860,3008
148,6,2145,1886,2232,2348
148,7,1444,1580,1746,1836
148,8,1748,1903,1959,2060
148,9,1602,1584,1774,1866
148,10,2263,nan,4819,5069
149,1,1827,2330,2359,2482
149,2,2955,2874,3508,3690
149,3,2550,4200,4810,5059
149,4,2842,3113,3745,3940
149,5,1749,2165,3065,3224
149,6,2327,2185,2392,2516
149,7,1557,1822,1870,1968
149,8,1893,2213,2099,2208
149,9,1730,1829,1901,2000
149,10,2452,nan,5164,5432
150,1,1780,2089,2225,2340
150,2,2868,2536,3308,3479
150,3,2447,3678,4536,4771
150,4,2755,2730,3532,3715
150,5,1704,1943,2890,3040
150,6,2269,2009,2256,2372
150,7,1521,1689,1764,1855
150,8,1846,2015,1979,2082
150,9,1689,1690,1793,1885
150,10,2387,nan,4870,5122
151,1,1879,2345,2343,2482
151,2,3049,2883,3484,3690
151,3,2590,4207,4776,5059
151,4,2893,3118,3720,3940
151,5,1800,2179,3044,3224
151,6,2398,2213,2375,2516
151,7,1579,1848,1858,1968
151,8,1948,2236,2084,2208
151,9,1778,1854,1888,2000
151,10,2525,nan,5128,5432
152,1,1830,2105,2209,2340
152,2,2958,2545,3284,3479
152,3,2517,3686,4503,4771
152,4,2843,2736,3507,3715
152,5,1753,1957,2869,3040
152,6,2337,2036,2239,2372
152,7,1564,1714,1751,1855
152,8,1899,2038,1965,2082
152,9,1736,1715,1780,1885
152,10,2455,nan,4835,5122
153,1,1934,2360,2359,2482
153,2,3148,2891,3508,3690
153,3,2707,4213,4810,5059
153,4,3030,3122,3745,3940
153,5,1853,2193,3065,3224
153,6,2477,2241,2392,2516
153,7,1647,1874,1870,1968
153,8,2006,2259,2099,2208
153,9,1830,1879,1901,2000
153,10,2605,nan,5164,5432
154,1,1883,2120,2225,2340
154,2,3054,2554,3308,3479
154,3,2630,3694,4536,4771
154,4,2936,2741,3532,3715
154,5,1804,1971,2890,3040
154,6,2409,2063,2256,2372
154,7,1608,1740,1764,1855
154,8,1955,2061,1979,2082
154,9,1762,1739,1793,1885
154,10,2527,nan,4870,5122
155,1,1992,2375,2343,2482
155,2,3253,2898,3484,3690
155,3,2793,4218,4776,5059
155,4,3133,3125,3720,3940
155,5,1909,2207,3044,3224
155,6,2561,2269,2375,2516
155,7,1695,1901,1858,1968
155,8,2067,2282,2084,2208
155,9,1885,1904,1888,2000
155,10,2689,nan,5128,5432
156,1,1939,2136,2209,2340
156,2,3156,2563,3284,3479
156,3,2713,3701,4503,4771
156,4,3036,2746,3507,3715
156,5,1859,1986,2869,3040
156,6,2489,2091,2239,2372
156,7,1655,1766,1751,1855
156,8,2015,2084,1965,2082
156,9,1839,1764,1780,1885
156,10,2609,nan,4835,5122
157,1,2058,2409,2359,2482
157,2,3373,2927,3508,3690
157,3,2891,4255,4810,5059
157,4,3251,3152,3745,3940
157,5,1973,2238,3065,3224
157,6,2654,2316,2392,2516
157,7,1749,1944,1870,1968
157,8,2136,2324,2099,2208
157,9,1945,1945,1901,2000
157,10,2787,nan,5164,5432
158,1,2003,2169,2225,2340
158,2,3273,2592,3308,3479
158,3,2808,3738,4536,4771
158,4,3150,2773,3532,3715
158,5,1921,2016,2890,3040
158,6,2579,2138,2256,2372
158,7,1707,1808,1764,1855
158,8,2081,2125,1979,2082
158,9,1898,1804,1793,1885
158,10,2703,nan,4870,5122
159,1,2114,5215,2343,2482
159,2,3474,7313,3484,3690
159,3,2973,11252,4776,5059
159,4,3347,8296,3720,3940
159,5,2001,4832,3044,3224
159,6,2741,3849,2375,2516
159,7,1799,2932,1858,1968
159,8,2198,4294,2084,2208
159,9,2001,3057,1888,2000
159,10,2867,nan,5128,5432
160,1,2058,5171,2209,2340
160,2,3370,7281,3284,3479
160,3,2887,11219,4503,4771
160,4,3243,8272,3507,3715
160,5,1975,4791,2869,3040
160,6,2663,3777,2239,2372
160,7,1757,2866,1751,1855
160,8,2142,4233,1965,2082
160,9,1952,2993,1780,1885
160,10,2780,nan,4835,5122
161,1,2173,5215,2359,2482
161,2,3578,7313,3508,3690
161,3,3058,11252,4810,5059
161,4,3448,8296,3745,3940
161,5,2086,4832,3065,3224
161,6,2790,3849,2392,2516
161,7,1851,2932,1870,1968
161,8,2262,4294,2099,2208
161,9,2030,3057,1901,2000
161,10,2949,nan,5164,5432
162,1,2115,5171,2225,2340
162,2,3470,7281,3308,3479
162,3,2969,11219,4536,4771
162,4,3340,8272,3532,3715
162,5,2030,4791,2890,3040
162,6,2749,3777,2256,2372
162,7,1806,2866,1764,1855
162,8,2204,4233,1979,2082
162,9,2007,2993,1793,1885
162,10,2860,nan,4870,5122
163,1,2201,5215,2343,2482
163,2,3682,7313,3484,3690
163,3,3143,11252,4776,5059
163,4,3549,8296,3720,3940
163,5,2144,4832,3044,3224
163,6,2917,3849,2375,2516
163,7,1902,2932,1858,1968
163,8,2327,4294,2084,2208
163,9,2086,3057,1888,2000
163,10,3033,nan,5128,5432
164,1,2171,5171,2209,2340
164,2,3572,7281,3284,3479
164,3,3052,11219,4503,4771
164,4,3438,8272,3507,3715
164,5,2086,4791,2869,3040
164,6,2835,3777,2239,2372
164,7,1857,2866,1751,1855
164,8,2267,4233,1965,2082
164,9,2063,2993,1780,1885
164,10,2941,nan,4835,5122
